title	label_id	target
LEIGE Princess Style Lanjing Tencel Love-borduurwerk Vierdelige kanten dekbedovertrek Zijdeachtig beddengoed (Color : 6-piece suit, Size : 1.5m)	16	1
Tommy Bahama Tropical Floral Print Sleeveless Sheath Dress Blue Floral Tencel XL	7	0
恒源祥高档家纺轻奢冰丝四件套床裙夏季裸睡床上用品水洗真丝被套天丝床单感 骑士-浅绿(床裙款) 2x2.2m床(被套2.2x2.4m)四件套	15	1
LdgChildren's Modal Short-Sleeved Suit Boys and Girls Summer Thin Homewear Baby Boy Pajamas Lanjing Tencel YDXO	5	1
와코루 마더피아 텐셀 수유 가운+상의+바지(3매세트)(RTO2022SET)	15	1
0310) NWT EILEEN FISHER petite x-small gray pencil skirt tencel knit new	16	1
텐셀소재 꽃프린트 반팔내의 상하의 세트/LG7451 LG7451P BL	15	1
Turtle Fur Merino Wool with Tencel Performance Beanie, Ink	16	1
[MOONYAMOONYA] Munya Natural Sunyeom Tencel Modal Mold Bra 4.	10	1
3Second x Karafuru Kemeja Pria Lengan Pendek Tencel Full Print Open Collar Noseslide 071223	10	1
Snuggyberry - Peeky Top - Atasan anak TENCEL	10	1
빅사이즈 플라워망사레이스 맥시팬티 순면 파워넷	15	1
factory custom high quality Men's Waterproof Trousers Men's Pants Golf Pants Soft and Breathable Golf Clothing casual pants men	7	0
Triumph AK수원점 트라이엄프 여성 아일렛 텐셀 반팔 내의 상하 세트 한벌	15	1
Aytuğ Kadın Modal By TencelTM Orta Kalın Kenar 3'Lü Slip Külot-Des	5	1
2013春秋季新款百搭宽松胖mm潮流铆钉天丝面料衬衫 女 上衣	15	1
Boyshort tencel modal soft antibacterial underwear BST ONOFF Premium 16UN24A062	5	1
Denim Shirt Women Layered Short Sleeve 2025 Summer New Style Loose T-Shirt Top Slimmer Look Tencel Shirt Thin Jacket	15	1
2022 verano nuevo estilo Super suave pantalones delgados estilo elástico cintura Tencel recta cintura alta cortina suelta Denim ancho de pierna pantalones mujeres	15	1
J. Jill Light Blue Tencel Linen Curved Hem Chambray Pull On Skirt S	7	0
Pajamas set - tencel long set baby pink doll	10	1
Brielle Home Tencel Modal – 100% Modal, Beech Tree Fiber – T-Shirt Jersey Knit – Cooling, Breathable, Wrinkle Resistant – Sheet Set, Heather Oatmeal, Twin	16	1
(현대hmall)로가디스 애쉬 텐셀 드레스 셔츠 (MA2864RJ14)	15	1
Gubotare Flowy Skirts for Women Vintage Pleated Skirt Floral A-line Printed Midi Skirts with Pockets,Black M	7	0
嬰兒衣服天絲牛仔短褲夏裝男童女寶寶兒童夏季休閒薄款褲子Y8655	15	1
Super Fairy Tencel Chiffon Purple Sun Protection Cardigan Women's Suspender Skirt Outer Shawl Ice Silk Air Conditioning Shirt Breathable Blouse Summer	15	1
Kemeja Andrew Smith Original Pria Hem lengan pendek bergaya basic versatile dengan kesan smart Asli Fashion As Cowok Tencel	10	1
[비비안](LG9270S-BG) 모달 텐셀 프린트 여성 내의 얇고 따뜻한 겨울 내복 여성내의	15	1
Madewell Stovepipe Jeans in Leman Wash: TENCELTM Denim Edition 29	7	0
BN3TH BREATHE 男士 復古條紋 經典短版 天絲 莫代爾 加拿大 3D 立體囊袋內褲 M211013-0579	10	1
LL Bean Womens Shirt Dress M Medium Black Tencel Knit Jersey Long Sleeve Belted	7	0
CHRISTMAS EDITION - GREET NIGHT WEAR Set Piyama Wanita Lengan Panjang Tencel Modal TC-242 PTP Motif Natal	10	1
[MOONYAMOONYA] MUNA XODG Tencel Modal Knit Pajamas (girls)	5	1
莫代尔2021年新款情侣夏季睡衣女冰丝男士长袖薄款春秋季丝绸家居服套装 即将上新 女M送男XXL	16	1
LARUSSO Kemeja Basic Tencel Panjang - Black L003	10	1
Eileen Fisher Gray Tencel Blend Button Up Ankle Pants Pockets Sz XL	7	0
비비안 텐셀 솔리드 남성 드로즈NY(PT1239D NY)	15	1
토마토팩토리 여성용 웨이브 여름 반밴딩 텐셀 세미 배기 일자핏 숏 데님 팬츠	15	1
[꾸씨꾸씨]여아모달내의(65호~90호)-CBF텐셀모달9부여상하03 (뉴코아산본점)	15	1
华诺妃铂冰丝长袖衬衫女天丝牛仔春夏新款2021年柔软薄百搭上衣洋 深蓝 L 120-135	16	1
오모떼 빅사이즈 ABCDE컵 프리미엄 텐셀 풀커버 노와이어 브라팬티 3SET택일	15	1
크리비아 여성 텐셀 9부 내의 상의 4907A	15	1
Schiesser舒雅男女情侣款莫代尔环保速干长袖长裤保暖内衣套装E5/20709W 【男款】E5/20709W黑色7900 XL	10	1
BYC 텐셀 맥시 삼각팬티 3매입 세트 WMP5206	15	1
[MOONYAMOONYA] ESM Girls' Tencel Modal Underwear 10.	10	1
Quiksilver Waterman Shirt Men Medium Modal Tencel Beach Surf Aqua Pocket comfort	5	1
고쟁이 국내산 여성용 여성끈런닝 여자끈런닝 모달 베이직 무지 끈나시 런닝 2P	15	1
국산 인견 햄팬티 / 텐셀 햄라인 팬티 1P	15	1
Vineyard vines Joggers Womens size XL tencel chambray Blue light Drawstring	7	0
[NEW][BARU] The Executive Celana Dalam Briefs Tencel Modal Hitam AlbP	5	1
(Calvin Klein Jeans)(�����멸��媛���6��)��6�� 釉�猷� ������ 諛���� ��곕�� ���痢�(4RB944G)	15	1
NEW PRODUCT Flyman Boxer Pria Big Size Tencel Celana Dalam Laki Jumbo Ukuran Besar 1 Pcs FM 3379	16	1
Joop M damska koszula z krótkim rękawem tencel eko jeans	7	0
Cielyn - Lime Stripe Tencel Adult Women's Pajamas	10	1
[MOONYAMOONYA] GSM Yeoju Tencel Modalbra 101.	5	1
Summer Double-Sided Tencel Four-Piece Bed Linen with Simple European Embroidery Cool Silky Quilt Cover Bedding (Color : A 6-Piece Suit Size : 1.8m) (A 7 Piece Suit)	16	1
고아라 착용감 좋은 학생 속바지 텐셀 3부 바지	15	1
Eileen Fisher Black Stretch Tencel Jersey Scrunch Neck 3/4 Sleeve Dress PS	7	0
Modal Men's underwear with brief ONOFF shape soft natural antibacterial BST Tencel modal Preimum - 18UQ24A132	5	1
Pashmina Scarf | Aliya Series | Instant Hijab - Tencel Modal	5	1
[BenettonKids]QAMT02541/Tencel/Taping/Sweatshirt	10	1
[Shinsegae Mall] Clivia LG 4556P Troika Tencel 5Part Panties Drawers	15	1
Sábana de Cuatro Piezas Lenzing Tencel de Estilo Europeo Funda nórdica Ropa de Cama de Verano Ropa de Cama (Color : 4-Piece Suit, Size :	16	1
adviicd Maxi Skirts For Women Women's Distressed Packaged Irregular Ruffle Tiered Maxi Long Denim Skirt Coffee XL	7	0
红豆（Hodo）男装 polo衫男天丝棉麻混纺柔滑透气纯色微弹翻领短袖POLO衫 P1粉色 180/96A	10	1
1300K TENCEL CROP T SHIRT SKY Blue	15	1
Sundance Gray 100% Tencel Button Fly Pants Size P6	7	0
GREET NIGHT WEAR Daster Wanita Leher V Bahan Tencel TC-054 DV	15	1
NWT 7 FOR ALL MANKIND Sz25 ZIP FASHION CHINO LIGHTWEIGHT TENCEL DENIM JEANS	16	1
[국내생산]에이원 여성용 텐셀 소프트 내의 9부 하의	15	1
J.Jill Ribbed Knit Cowl Neck Tunic Top Mauve Size XL Tencel Modal Blend	7	0
HAMAKO - Zip Suit - Jumper Bayi Tencel LUXE - Purple Gingham, 9-12 mo	10	1
[ETTOI]Rooty/Slim/Innerwear/Tencel	10	1
BELLA DAHL Light Chambray Blue 100% Tencel Mandarin Collar Henley Shirt Sz S	7	0
뷰티풀마인드 심리스 쿨링 속바지 3부레깅스 학생 속치마 인견 텐셀	15	1
YIGE Tunic top 2023 new French Tencel neckline pleated chiffon blouse high-end sweet pink blouse women	10	1
Torrid Women's SZ 4 Denim Style Shirt Tencel Long Sleeve Button Up Blue Pockets	7	0
整理衣櫃😆韓國製淡粉橘色天絲澎澎感T恤上衣	15	1
Granny Ben เซตถุงมือถุงเท้าใยเทนเซล TENCEL™ Muslin Mittens & Socks จำนวน 1 ชุด	16	1
Cityscape Toddler Pajamas - Baju Tidur TENCEL - Cosoco Kids	10	1
텐셀 청바지 남성 봄과 여름 얇은 섹션 아이스 실크 느슨한 신축성있는 중년 남성 캐주얼 바지	15	1
(루시앙)루시앙 네이쳐 텐셀100 티블라우스 (SD15333)	15	1
Short Sleeve Tencel Pyjamas | Piyama Pendek + Celana Panjang Tencel - Night Teddy, SMALL	10	1
악녀일기 / 이지 텐셀 팬티(L 3XL)	15	1
ZANZEA Women Lapel Long Sleeves Shiny Tencel Denim Loose Cardigan Shirt Dress	16	1
Cloth &Stone Chambray Blue Tencel Blouse Top Size Small	7	0
ESPRIT Collection Aus Tencel™: Tanktop in Gerippter Optik	16	1
HAMAKO - Baby Short - Celana Pendek Bayi Tencel - S . Aqua, 0 - 3	10	1
(샵앤SHOP)샵앤 꽈배기 여성 라운드 레귤러 봄 여름 텐셀 반팔 니트 FRB-WKN-11906-아이보리	15	1
TU Ladies Gorgeous Tencel Denim tunic/shift Dress -Size 14	7	0
쿨샵 여성 속바지 텐셀소재 부드러운 3부속바지	15	1
High Waist Tencel Linen Women's Loose Wide Leg Pants Summer Casual Versatile Sporty Long Trousers Comfortable Breathable	15	1
元乐申雪纺短袖衬衫女夏季薄款新款高级感法式V领天丝中袖上衣 白色 6188 2XL 建议125-140斤	16	1
BL 텐셀 끈조절 캡나시 패드브라탑 노브라런닝 요가복	15	1
TERLARIS Cielyn - Winnie T-shirt TENCEL™ Modal Piyama Wanita Dewasa - SHORTPANTS, S	5	1
其它/天絲(萊賽爾纖維)針織短袖T恤女打底衫內搭24春裝新款修身	15	1
RAILS LIGHT BLUE AND WHITE TENCEL CHAMBRAY LONG SLEEVE BLOUSE, SIZE LARGE	7	0
[NEW][BARU] The Executive Celana Dalam Briefs Tencel Modal Hitam Htry	5	1
Anthropologie Holding Horses Size XS Elsie Army Jacket Green Cotton Tencel Blend	7	0
新款夏季天絲棉t恤短袖男潮流韓版印花體恤時尚休閑半袖男裝	15	1
哥弟真的好女装简约百搭V领短款莱赛尔三醋酸葱纱针织开衫女A400713 淡黄 S(2码)	16	1
Just Jeans Tencel Pants Sz 11 Straight Leg Black Wash Denim High Waist Vintage	7	0
缤森桑蚕丝凉爽双丝光棉冰丝滑料短袖T恤男半袖运动上衣服 黑色 5XL建议210斤以内	16	1
Boden size 12R sweetheart modal/TENCEL jersey mini dress bl/wh swirl sprig NEW	5	1
3 Pack of Alternative - Earthleisure Women's Modal Triblend Tee|Color: Nickel, 4.4 oz, 40/35/25 TENCEL Modal/Cotton/Recycled polyester	5	1
EILEEN FISHER Tank Top S Stretch Tencel Jersey Crewneck Sleeveless Blue USA	7	0
Tencel modal pants men's summer thin 2023 new tide beam foot sports pants men's ice silk casual pants	5	1
Primavera/Verano 2022 Nuevo Dulce y Fresco Tencel Vestido de Cintura Arcoíris Manga Linterna	16	1
EILEEN FISHER Sz XS Black Tencel Pull On Lamb Leather Side Panel Slit Leg Pants	7	0
Boden Pink Multi Short Sleeve 100% Tencel Lined Dress Size 12 R VGC	7	0
Eileen Fisher S M Black Tencel Lyocell Viscose Slouchy Ankle Pants	16	1
텐셀데님셔츠 상하세트 여성데님투피스 여성치마정장 봄하객룩 빅사이즈하객룩	15	1
拼续 打底衫女秋装女德绒半高领打底衫女德绒莱赛尔天丝打底衫女士秋冬季中领保暖内衣修身秋衣 浅沙杏 S（推荐体重90-105斤）	16	1
Daily Ritual Camisa Utility Tencel Camisa para Mujer	16	1
[MOONYAMOONYA] FSM Gong Tencel Modal Homewear Short Sleeve T-shirt 04	5	1
Fabric by the Meter Cherry Blossoms on Green Tencel Modal Jersey Kids T-Shirt	5	1
Summer Toddler Pajamas - Baju Tidur TENCEL™ - Cosoco Kids	10	1
Horny Toad Small Sleeveless Blue Knit Dress Tencel Cotton Baby Doll Swing	7	0
Prana Rose Hips Lucita Tank Womens Small Relaxed Fit Super Soft Tencel Modal NWT	5	1
Tencel Modal – 100% Modal, Beech Tree Fiber – T-Shirt Jersey Knit – Cooling, Bre	5	1
Club Monaco Womens Lutecia Pants Straight Leg Tencel Wool Buff Beige Size 6 NWOT	7	0
Ice Feeling Tencel Pants Men's Summer Thin Men's Trousers Quick-Drying Casual Pants Cropped Pants Men's Loose Green Harem Pants Men's	10	1
Cloth & Stone Anthropologie Purple Tie Dye Top Blouse S Raw Hem 100% Tencel	7	0
[MOONYAMOONYA] EFM Yeoju Tencel Modal Mold Bra 303	5	1
고쟁이 국내산 여성용 여성끈런닝 여자끈런닝 텐셀 베이직 끈나시 3P	15	1
Girls Denim 2024 New Arrival Thin Summer Clothing Tencel Wide-Leg Pants Children's K-style Outer Wear Summer Trousers	15	1
Joh Apparel Trinity Tencel Cargo Pants Joggers XS Ankle Elastic Waist Pull On	7	0
[뉴니끄] 국내생산 텐셀랩 원터치 임산부수유 나시2P+드로즈팬티2P 세트	15	1
Kuma Kuma Sleep Suit by TENCEL Modal 58x24cm	10	1
Spyderbilt Kaos Lengan Pendek Pria Pixelflok Tencel Men Tee Planet Surf	10	1
Texture Ice Silk Mask T-Shirt Short Sleeve Female 2024 New Arrival Summer Small V-neck Shoulder Tencel Ultra-Thin Sheer Top	15	1
(유야)여성 텐셀 면 무지 브이넥 트임 반팔 롱 티셔츠 -ETS0810- 빅사이즈 루즈핏 오버핏 여름	15	1
핀팝 레이스런닝 텐셀 브라런닝 메리야스 민소매 7885	15	1
NEW]BARUThe Executive Celana Dalam Briefs Tencel Modal Hitam	5	1
HSMQHJWE Women's Plus Size V-Neck A-Line Tencel Maxi Dress Vintage Printing Sleeveless Tank Long Maxi Dresses	16	1
NWT Eileen Fisher Roundneck Top in Bone Sandwashed Tencel Blouse S $258	16	1
Travis Mathew Pants Mens 33 30 Blue Stretch Performance Golf Lightweight Tencel	7	0
七匹狼【狼族生活】长袖T恤男宽松春季翻领菠萝纹柔软休闲天丝体恤衫 紫红 165/84A/M	10	1
法国KJ品牌情侣睡衣女秋季冰丝短袖薄款2022年新款男士春秋天丝绸家居服套装 JX29075-1#女黑男黑 女XXL+男XXXL	15	1
劲霸男士短袖含桑蚕丝舒适柔软商务天丝T恤HTLC2325 镉绿色 195	10	1
prAna Fernie Jumpsuit Size Large Tencel Modal Relaxed Fit Navy Blue Loungewear	5	1
"Aimee ""Bunny Rose"" T-shirt Pajamas For Family Piyama Kembaran Keluarga Material Tencel Modal"	5	1
Lightweight Plaid! Men Summer Thin Tencel Linen Men's Pants Breathable Straight Loose Business Casual Trousers Men	15	1
BABY HAI Baju Tidur Anak Tencel Baju Panjang Celana Panjang|babyhai - Little Mermaid, M	10	1
더블린 텐셀 끈인밴드 브라탑 S2 2p	15	1
China Manufacturer Textile high quality Woven Tencel blend Cotton Solid poplin Fabric for Shirt Women	10	1
BN3TH classic Boxer Brief w/tencel modal 6.5'' Men's Size 2XL (41-44)	5	1
珍妮羊【春秋女装】法式感白色衬衫女别致洋气通勤雪纺天丝长袖上衣春秋 白色 S	16	1
VERY Tunic Smock Blouse Top Casual Comfort Relaxed Fit Tencel BLUE BNWT UK 16	16	1
Toad & Co Samba Wave Tank Dress XL Black Sleeveless Organic Cotton/ Tencel	7	0
여성 텐셀모달 플람므 하이웨스트 여성 삼각팬티 3종세트	15	1
松山棉店 2022春夏新款睡衣男舒爽兰精天丝柔顺家居服单件销售 圆领-松木茶 3XL	15	1
Madewell Maternity Over-the-Belly Skinny Jeans in Danny Wash TENCELTM Denim Sz 28	7	0
Timberland Men Tencel Material Korean Collar Shirt -TB0A26DZCP1 - XL	10	1
PIERRE ROBERT bluzka merino wool tencel M-L	7	0
The White Company Khaki Safari Shirt Tencel Linen Blend Jacket Belted RRP £110	7	0
金利来男装短袖T恤春夏新款男士含莱赛尔棉条纹拼接翻领短T 15-浅蓝条 XXL	16	1
Tencel Short Sleeve 2024 Summer New Arrival Women's Easiest for Match Fashionable T-shirt Loose Slimming Sweater Ice Silk Top	15	1
KHAIZEN Men's Boxer Briefs with TENCELTM Modal x Micro	5	1
Luzy Marvel Captain America Boxer Boys ( M-XL ) Made From TENCELTM Modal Fibers	5	1
비비안 란제리 비비안남성드로즈레이온텐셀PT1674P 871776	15	1
[사자옷] 유아 아동 주니어 텐셀 에어로쿨 사각 팬티 드로즈	15	1
金利来春夏款男士棉混纺双色条纹拼接翻领冰丝短袖T恤 蓝色-35I1 M	16	1
Eileen Fisher Woman 1X Black Velvet Elastic Waist Side Zip Cropped Tencel Pants	7	0
XUELIN-8 Ropa de Cama de Cuatro Piezas Tencel de Doble Cara de Verano con Bordado Europeo Simple Funda de edredón Sedoso y Fresco Ropa de Cama (un Traje de 6 Piezas)	7	0
Cloth & Stone Large Jumpsuit Tencel Chambray Blue Sleeveless Belted Button Top	16	1
[비비올리비아] 텐셀 베이직 티셔츠_VVBAL3S2181	15	1
菡芬莱赛尔休闲裤女夏季薄款高腰垂感阔腿裤宽松显瘦春2022新款拖地直筒西裤子 白色 29码（2尺2）	16	1
Búl Black Wrap Shirt Dress - Size 10 - Linen & Tencel Blend EUC - Bul	7	0
New NEXT Size 16 L Mink Colour Cotton/Tencel Cargo Trousers	16	1
ADISI 女smartcel混紡蠶絲抑菌抗臭中腰拼接三角內褲AUP2111173【正黑色】天絲 氧化鋅 消臭 親膚	10	1
Tommy Hilfiger Damen Co Tencel Chino Short Skirt Rock	16	1
저스트원 / 아이스텐셀 초경량 카고데님(숏/롱)	15	1
[DuPont]24/MM/Dupont/Tencel/Polyester/SLIM FIT/SHORT SLEEVES T-SHIRTS/SE4MM21H...	10	1
리바이스바디웨어 리바이스바디웨어 텐셀소재 하와이안 프린트 브라 햄팬티세트_K LSWBW420LSWPW421	15	1
Pistola Size Small Sleeveless Side Lace-Up Romper Solid Black Tencel Casual	7	0
Envmenst Men's Tencel Cotton Short Sleeve Lapel Shirt Hawaiian Print Men's Casual Shirts US Size	16	1
[신세계몰]비너스자스민 여성 베이직 민소매 런닝 JLG4507R	15	1
KAOS ORI | KAOS DISTRO | KAOS GUNSDOLLS | BRAND GUNSDOLLS | BAJU HARIAN , SANGAT NYAMAN. 100% COTTON COMBED 30S/24S/TENCEL/MODAL/SUPIMA	5	1
